,tf_idf_weights
mterras,5.930870325627393
mtg,5.930870325627393
mthomps,5.930870325627393
stefan,5.930870325627393
stateside,5.930870325627393
muftuler,5.930870325627393
nancy_siska,5.930870325627393
steffes,5.930870325627393
steph,5.930870325627393
mullet,5.930870325627393
mulligan,5.930870325627393
youngblood,5.930870325627393
multinational,5.930870325627393
33305700,5.930870325627393
0110,5.930870325627393
murdoch,5.930870325627393
33224625,5.930870325627393
3311,5.930870325627393
museum,5.930870325627393
0119,5.930870325627393
33046724,5.930870325627393
33313550,5.930870325627393
worm,5.930870325627393
noles,5.930870325627393
nominated,5.930870325627393
299085,5.930870325627393
1075840100115,5.930870325627393
onlinemailbox,5.930870325627393
1075840100139,5.930870325627393
29852661,5.930870325627393
onramp,5.930870325627393
onsitedg,5.930870325627393
1075840100163,5.930870325627393
ontko,5.930870325627393
onto,5.930870325627393
1075840100190,5.930870325627393
2966,5.930870325627393
296,5.930870325627393
1075845519775,5.930870325627393
opens,5.930870325627393
opera,5.930870325627393
29525271,5.930870325627393
wheelerads,5.930870325627393
store,5.930870325627393
1075840100214,5.930870325627393
29503365,5.930870325627393
295,5.930870325627393
ophouston,5.930870325627393
opinion,5.930870325627393
1075840100237,5.930870325627393
29404618,5.930870325627393
2940,5.930870325627393
wherever,5.930870325627393
optic,5.930870325627393
oneika,5.930870325627393
ondarza,5.930870325627393
whitmore,5.930870325627393
og,5.930870325627393
ogborn,5.930870325627393
oh,5.930870325627393
3009,5.930870325627393
30021687,5.930870325627393
whitehead,5.930870325627393
okay,5.930870325627393
1075840099954,5.930870325627393
oklahoma,5.930870325627393
1075845519341,5.930870325627393
ol,5.930870325627393
stability,5.930870325627393
olds,5.930870325627393
oliver,5.930870325627393
1075840099977,5.930870325627393
olvera,5.930870325627393
omaha,5.930870325627393
1075840100038,5.930870325627393
ome,5.930870325627393
omer,5.930870325627393
2onesource,5.930870325627393
2m8,5.930870325627393
ssw,5.930870325627393
ssoles,5.930870325627393
1075840100091,5.930870325627393
sserota,5.930870325627393
2c,5.930870325627393
optical,5.930870325627393
optimal,5.930870325627393
optimally,5.930870325627393
outing,5.930870325627393
outlined,5.930870325627393
outlines,5.930870325627393
1075840100443,5.930870325627393
spouses,5.930870325627393
28740984,5.930870325627393
weller,5.930870325627393
1075840100473,5.930870325627393
287030,5.930870325627393
ovalle,5.930870325627393
2859203,5.930870325627393
welfare,5.930870325627393
welcomes,5.930870325627393
overdyke,5.930870325627393
overlap,5.930870325627393
welcomed,5.930870325627393
oversees,5.930870325627393
21297969,5.930870325627393
oversubscribed,5.930870325627393
overwhelmed,5.930870325627393
owathing,5.930870325627393
1075840100496,5.930870325627393
1075845519316,5.930870325627393
2858,5.930870325627393
28497836,5.930870325627393
28304480,5.930870325627393
weilep,5.930870325627393
1075840100417,5.930870325627393
outage,5.930870325627393
28770364,5.930870325627393
wepe,5.930870325627393
wgramm,5.930870325627393
storie,5.930870325627393
weta,5.930870325627393
sprunt,5.930870325627393
1075840100281,5.930870325627393
westin,5.930870325627393
oqh,5.930870325627393
stories,5.930870325627393
2923702,5.930870325627393
1075845519798,5.930870325627393
1075840100327,5.930870325627393
29218586,5.930870325627393
spreads,5.930870325627393
often,5.930870325627393
291,5.930870325627393
western,5.930870325627393
29059689,5.930870325627393
2900,5.930870325627393
1075840100350,5.930870325627393
originated,5.930870325627393
ospina,5.930870325627393
1075840100372,5.930870325627393
weren,5.930870325627393
1075840100395,5.930870325627393
2894,5.930870325627393
28914982,5.930870325627393
28850546,5.930870325627393
ours,5.930870325627393
westfield,5.930870325627393
offs,5.930870325627393
whitney,5.930870325627393
whitt,5.930870325627393
10037029,5.930870325627393
notifications,5.930870325627393
30971887,5.930870325627393
stairs,5.930870325627393
stinson,5.930870325627393
100mbps,5.930870325627393
noting,5.930870325627393
women,5.930870325627393
womble,5.930870325627393
notional,5.930870325627393
wmpat50,5.930870325627393
wmanngkr,5.930870325627393
30891014,5.930870325627393
novak,5.930870325627393
30888887,5.930870325627393
wjennin,5.930870325627393
novo,5.930870325627393
30870185,5.930870325627393
nowak,5.930870325627393
witt,5.930870325627393
npalcze,5.930870325627393
staffs,5.930870325627393
30847049,5.930870325627393
nshah,5.930870325627393
nstepha,5.930870325627393
withyou,5.930870325627393
10231596,5.930870325627393
10033673,5.930870325627393
10017,5.930870325627393
1075845519389,5.930870325627393
30985423,5.930870325627393
312,5.930870325627393
31173113,5.930870325627393
noncompete,5.930870325627393
steved,5.930870325627393
3112,5.930870325627393
worldview,5.930870325627393
norcross,5.930870325627393
norden,5.930870325627393
worldnet,5.930870325627393
063,5.930870325627393
normal,5.930870325627393
norris,5.930870325627393
31107726,5.930870325627393
30802611,5.930870325627393
northamerica,5.930870325627393
1075845519411,5.930870325627393
0754,5.930870325627393
095,5.930870325627393
notch,5.930870325627393
0970,5.930870325627393
stamp,5.930870325627393
09from,5.930870325627393
stevenson,5.930870325627393
wop,5.930870325627393
stamford,5.930870325627393
notesmail,5.930870325627393
woolard,5.930870325627393
notharvard,5.930870325627393
northup,5.930870325627393
owners,5.930870325627393
numerous,5.930870325627393
nwill,5.930870325627393
3061499,5.930870325627393
306,5.930870325627393
odyssey,5.930870325627393
odysseypen,5.930870325627393
1075845519365,5.930870325627393
wiggs,5.930870325627393
30578194,5.930870325627393
30507140,5.930870325627393
30445833,5.930870325627393
stabler,5.930870325627393
widely,5.930870325627393
30387575,5.930870325627393
30385076,5.930870325627393
offi,5.930870325627393
1075840099786,5.930870325627393
whose,5.930870325627393
30171465,5.930870325627393
officers,5.930870325627393
30149291,5.930870325627393
30092,5.930870325627393
whomever,5.930870325627393
1075840099809,5.930870325627393
1075840099832,5.930870325627393
stabilization,5.930870325627393
1075840099880,5.930870325627393
1075840099910,5.930870325627393
stones,5.930870325627393
wil,5.930870325627393
occurs,5.930870325627393
wilkins,5.930870325627393
1075840099764,5.930870325627393
nwu,5.930870325627393
30791525,5.930870325627393
nzhu,5.930870325627393
104,5.930870325627393
3075,5.930870325627393
1054,5.930870325627393
10648662,5.930870325627393
wires,5.930870325627393
stokley,5.930870325627393
oasis,5.930870325627393
wire,5.930870325627393
objective,5.930870325627393
objectively,5.930870325627393
nvolcy,5.930870325627393
winners,5.930870325627393
winkler,5.930870325627393
obstacles,5.930870325627393
wincrest,5.930870325627393
10708849,5.930870325627393
obtained,5.930870325627393
obtaining,5.930870325627393
willie,5.930870325627393
1073,5.930870325627393
1073441,5.930870325627393
1075845519752,5.930870325627393
1075840099740,5.930870325627393
willamhjordan,5.930870325627393
occasional,5.930870325627393
observe,5.930870325627393
212058,5.930870325627393
stuff,5.930870325627393
1075840101515,5.930870325627393
1075840102916,5.930870325627393
sad,5.930870325627393
saettone,5.930870325627393
timber,5.930870325627393
146,5.930870325627393
1075845520875,5.930870325627393
safeguard,5.930870325627393
1452728,5.930870325627393
salazartr,5.930870325627393
tilney,5.930870325627393
till,5.930870325627393
tijerina,5.930870325627393
1442,5.930870325627393
14375743,5.930870325627393
salomon,5.930870325627393
salyer,5.930870325627393
14354856,5.930870325627393
sam_palmisano,5.930870325627393
samantha,5.930870325627393
14260217,5.930870325627393
sami,5.930870325627393
samual,5.930870325627393
samudio,5.930870325627393
tihnk,5.930870325627393
tiffany,5.930870325627393
supporter,5.930870325627393
tie,5.930870325627393
timeframe,5.930870325627393
1075840102939,5.930870325627393
sabine,5.930870325627393
1075845520853,5.930870325627393
ruane,5.930870325627393
tke,5.930870325627393
rubena,5.930870325627393
14977391,5.930870325627393
rubondo,5.930870325627393
1075840102868,5.930870325627393
149,5.930870325627393
rudolf,5.930870325627393
ruiz,5.930870325627393
rule,5.930870325627393
14874845,5.930870325627393
1478,5.930870325627393
14763676,5.930870325627393
supplied,5.930870325627393
runs,5.930870325627393
suppliers,5.930870325627393
timothy,5.930870325627393
russellreynolds,5.930870325627393
rusty,5.930870325627393
rxclark,5.930870325627393
sinclair,5.930870325627393
ryzquie,5.930870325627393
1075840102893,5.930870325627393
14605637,5.930870325627393
timekeeper,5.930870325627393
saab,5.930870325627393
1075845518814,5.930870325627393
sabbatical,5.930870325627393
rtrice,5.930870325627393
samuel_pak,5.930870325627393
sin,5.930870325627393
1075840103278,5.930870325627393
1075845520943,5.930870325627393
1075840103300,5.930870325627393
simone,5.930870325627393
scale,5.930870325627393
simon,5.930870325627393
scarborough,5.930870325627393
scattered,5.930870325627393
scenario,5.930870325627393
schachter,5.930870325627393
1075845520966,5.930870325627393
schaeffer,5.930870325627393
siliconenergy,5.930870325627393
thomsen,5.930870325627393
1075845517620,5.930870325627393
thode,5.930870325627393
1075845517643,5.930870325627393
1075845517666,5.930870325627393
139,5.930870325627393
1075845517688,5.930870325627393
1075845517711,5.930870325627393
13873677,5.930870325627393
1075845517739,5.930870325627393
1075845517761,5.930870325627393
1075845517783,5.930870325627393
1075845517805,5.930870325627393
1075845517828,5.930870325627393
140,5.930870325627393
1075840102961,5.930870325627393
1075840103179,5.930870325627393
1075840103153,5.930870325627393
tice,5.930870325627393
sandra,5.930870325627393
1075840102984,5.930870325627393
sandwich,5.930870325627393
thx,5.930870325627393
14236084,5.930870325627393
1075840103030,5.930870325627393
santa,5.930870325627393
thur,5.930870325627393
1075840103055,5.930870325627393
sarah,5.930870325627393
thrown,5.930870325627393
sarita,5.930870325627393
1075840103079,5.930870325627393
14227847,5.930870325627393
142,5.930870325627393
1075840103103,5.930870325627393
saved,5.930870325627393
1075840103129,5.930870325627393
savita,5.930870325627393
savvis,5.930870325627393
savvy,5.930870325627393
14168685,5.930870325627393
simultaneous,5.930870325627393
1415,5.930870325627393
thoughtful,5.930870325627393
141,5.930870325627393
sayre,5.930870325627393
rtio,5.930870325627393
rthomas,5.930870325627393
1075845520831,5.930870325627393
1075840102535,5.930870325627393
robertson,5.930870325627393
robin,5.930870325627393
robinson,5.930870325627393
totaling,5.930870325627393
sivcoinc,5.930870325627393
15am,5.930870325627393
rocc,5.930870325627393
1075840102559,5.930870325627393
1075845520785,5.930870325627393
rockey,5.930870325627393
tortolero,5.930870325627393
15a,5.930870325627393
1596197,5.930870325627393
rodgrigues,5.930870325627393
rodney,5.930870325627393
torrey,5.930870325627393
15949547,5.930870325627393
torres,5.930870325627393
sitting,5.930870325627393
sites,5.930870325627393
159,5.930870325627393
1586,5.930870325627393
15741942,5.930870325627393
roll,5.930870325627393
rollins,5.930870325627393
rollintl,5.930870325627393
15b,5.930870325627393
rolls,5.930870325627393
touched,5.930870325627393
15pm,5.930870325627393
rita,5.930870325627393
townpark,5.930870325627393
ritz,5.930870325627393
1075840102420,5.930870325627393
superscript,5.930870325627393
rivera,5.930870325627393
rizzi,5.930870325627393
size,5.930870325627393
rizzo,5.930870325627393
rlammer,5.930870325627393
rlassan,5.930870325627393
rleiber,5.930870325627393
rmathew,5.930870325627393
rmwongo,5.930870325627393
roach,5.930870325627393
16031375,5.930870325627393
toward,5.930870325627393
roadshow,5.930870325627393
tournement,5.930870325627393
tournament,5.930870325627393
touring,5.930870325627393
tourdecypress2,5.930870325627393
robbin,5.930870325627393
six,5.930870325627393
tourdecypress1,5.930870325627393
1075840102457,5.930870325627393
1075840102479,5.930870325627393
robert_duncan,5.930870325627393
rolodex,5.930870325627393
1075840102581,5.930870325627393
1075840102604,5.930870325627393
rough,5.930870325627393
todd,5.930870325627393
1075840102822,5.930870325627393
15269321,5.930870325627393
tobor,5.930870325627393
1075840102846,5.930870325627393
tnoble2,5.930870325627393
152,5.930870325627393
routinely,5.930870325627393
row,5.930870325627393
150mm,5.930870325627393
roy,5.930870325627393
1504,5.930870325627393
rphilli1,5.930870325627393
14th,5.930870325627393
rr,5.930870325627393
tnc,5.930870325627393
rrezaei,5.930870325627393
rrizopa,5.930870325627393
rrogers,5.930870325627393
tmap,5.930870325627393
rs,5.930870325627393
tlindho,5.930870325627393
tlc,5.930870325627393
rsoares,5.930870325627393
rstewart,5.930870325627393
14pt,5.930870325627393
rothchild,5.930870325627393
rotation,5.930870325627393
rotary,5.930870325627393
rostant,5.930870325627393
1075840102626,5.930870325627393
ron,5.930870325627393
1075845520808,5.930870325627393
toolbox,5.930870325627393
sit,5.930870325627393
ronald_ridlehuber,5.930870325627393
ronn,5.930870325627393
1075840102658,5.930870325627393
ronniem,5.930870325627393
supplement,5.930870325627393
15670774,5.930870325627393
roots,5.930870325627393
rosado,5.930870325627393
schmidt,5.930870325627393
1075840102681,5.930870325627393
rosalinda,5.930870325627393
tomskilljr,5.930870325627393
1075840102705,5.930870325627393
1075840102728,5.930870325627393
sister,5.930870325627393
rose,5.930870325627393
rosello,5.930870325627393
1075840102760,5.930870325627393
siska,5.930870325627393
togo,5.930870325627393
roses,5.930870325627393
15480426,5.930870325627393
1075840102791,5.930870325627393
155,5.930870325627393
silicon,5.930870325627393
schneider,5.930870325627393
theresa,5.930870325627393
sgiridha,5.930870325627393
tauzier,5.930870325627393
shaffer,5.930870325627393
tattoo,5.930870325627393
task,5.930870325627393
shake,5.930870325627393
targeted,5.930870325627393
1075845518378,5.930870325627393
shalley,5.930870325627393
11am,5.930870325627393
shape,5.930870325627393
1075845518400,5.930870325627393
tanzanian,5.930870325627393
shaphondria,5.930870325627393
tanzania,5.930870325627393
tansu,5.930870325627393
tani,5.930870325627393
tammy,5.930870325627393
shareholders,5.930870325627393
1075845518425,5.930870325627393
1075845518448,5.930870325627393
1075845518471,5.930870325627393
sharonda,5.930870325627393
tallen,5.930870325627393
1075845518494,5.930870325627393
1075845518517,5.930870325627393
1075845518539,5.930870325627393
sgahn,5.930870325627393
shawn,5.930870325627393
sfordham,5.930870325627393
tax,5.930870325627393
technical,5.930870325627393
servant,5.930870325627393
surveys,5.930870325627393
1075845518307,5.930870325627393
team_id,5.930870325627393
1075863610137,5.930870325627393
siess,5.930870325627393
1075845518332,5.930870325627393
sieckman,5.930870325627393
tea,5.930870325627393
served,5.930870325627393
tdutta,5.930870325627393
tduhan,5.930870325627393
server,5.930870325627393
serves,5.930870325627393
12144280,5.930870325627393
1213248,5.930870325627393
tbrown8889,5.930870325627393
12088104,5.930870325627393
1075845518355,5.930870325627393
sidney,5.930870325627393
12055248,5.930870325627393
taxi,5.930870325627393
settlements,5.930870325627393
1075845518769,5.930870325627393
taxes,5.930870325627393
120,5.930870325627393
sfo,5.930870325627393
shawnfranks,5.930870325627393
shcc,5.930870325627393
suspect,5.930870325627393
sympathy,5.930870325627393
shirley,5.930870325627393
sylvia,5.930870325627393
sylvester,5.930870325627393
sybille,5.930870325627393
syarrow,5.930870325627393
swinford,5.930870325627393
shyam,5.930870325627393
11034258,5.930870325627393
110,5.930870325627393
sweet,5.930870325627393
suspended,5.930870325627393
swanswalk,5.930870325627393
shots,5.930870325627393
shuffle,5.930870325627393
swamped,5.930870325627393
shouldn,5.930870325627393
shoup,5.930870325627393
10billion,5.930870325627393
showcase,5.930870325627393
showed,5.930870325627393
sw1y,5.930870325627393
showing,5.930870325627393
svp,5.930870325627393
1075845518724,5.930870325627393
1075845518746,5.930870325627393
shown,5.930870325627393
symposium,5.930870325627393
syndicated,5.930870325627393
1075845518700,5.930870325627393
1075845518678,5.930870325627393
1167,5.930870325627393
1075845518561,5.930870325627393
1075845518583,5.930870325627393
11648722,5.930870325627393
1075845518605,5.930870325627393
1075845518632,5.930870325627393
10898066,5.930870325627393
sheila,5.930870325627393
shelby,5.930870325627393
shelden,5.930870325627393
11598515,5.930870325627393
si,5.930870325627393
tak,5.930870325627393
technicians,5.930870325627393
1155edallas,5.930870325627393
11542599,5.930870325627393
tag,5.930870325627393
115,5.930870325627393
11335595,5.930870325627393
113,5.930870325627393
sherrie,5.930870325627393
1117,5.930870325627393
1075845518655,5.930870325627393
t2g,5.930870325627393
sherron,5.930870325627393
sheryl,5.930870325627393
111,5.930870325627393
shieldml,5.930870325627393
tailgating,5.930870325627393
risks,5.930870325627393
122,5.930870325627393
signature,5.930870325627393
scrippa,5.930870325627393
sczykutowicz,5.930870325627393
thames,5.930870325627393
thais,5.930870325627393
seagate,5.930870325627393
seagulls,5.930870325627393
tgts,5.930870325627393
sealpt,5.930870325627393
sealptcourse,5.930870325627393
tfulton,5.930870325627393
13663006,5.930870325627393
searches,5.930870325627393
searching,5.930870325627393
1075845518081,5.930870325627393
136,5.930870325627393
texpac,5.930870325627393
texpa,5.930870325627393
1075845518104,5.930870325627393
significantly,5.930870325627393
seated,5.930870325627393
seating,5.930870325627393
1075845520989,5.930870325627393
seats,5.930870325627393
testimonials,5.930870325627393
sebastien,5.930870325627393
tested,5.930870325627393
1075845518791,5.930870325627393
137,5.930870325627393
tesfaia,5.930870325627393
1075845518059,5.930870325627393
1075845518037,5.930870325627393
schnitzer,5.930870325627393
therein,5.930870325627393
13863997,5.930870325627393
13780502,5.930870325627393
schroder,5.930870325627393
schroeder,5.930870325627393
1075845517851,5.930870325627393
13742035,5.930870325627393
1075845517874,5.930870325627393
1075845517896,5.930870325627393
scient,5.930870325627393
supporting,5.930870325627393
1075845517919,5.930870325627393
scientifics,5.930870325627393
1075845517942,5.930870325627393
supportive,5.930870325627393
thecwcgroup,5.930870325627393
1075845517966,5.930870325627393
sclerosis,5.930870325627393
scope,5.930870325627393
1374,5.930870325627393
thatcher,5.930870325627393
1075845517990,5.930870325627393
1075845518015,5.930870325627393
scratch,5.930870325627393
thanking,5.930870325627393
screen,5.930870325627393
screens,5.930870325627393
13420065,5.930870325627393
secretary,5.930870325627393
1075845518126,5.930870325627393
12pt,5.930870325627393
1075845518215,5.930870325627393
selling,5.930870325627393
selzer,5.930870325627393
television,5.930870325627393
semester,5.930870325627393
semiconductor,5.930870325627393
semiconductors,5.930870325627393
seminar,5.930870325627393
128,5.930870325627393
126795,5.930870325627393
12643557,5.930870325627393
1075845518238,5.930870325627393
1262,5.930870325627393
signatures,5.930870325627393
1075845518262,5.930870325627393
tei,5.930870325627393
senterracorp,5.930870325627393
1234,5.930870325627393
separately,5.930870325627393
ted,5.930870325627393
1075845518284,5.930870325627393
sept,5.930870325627393
12277849,5.930870325627393
ser,5.930870325627393
12226510,5.930870325627393
surrounding,5.930870325627393
suresh,5.930870325627393
seleznov,5.930870325627393
temperature,5.930870325627393
12th,5.930870325627393
sections,5.930870325627393
1075845521013,5.930870325627393
sectoral,5.930870325627393
sectors,5.930870325627393
secuity,5.930870325627393
1324,5.930870325627393
securing,5.930870325627393
1075863610093,5.930870325627393
securities,5.930870325627393
13168804,5.930870325627393
1075845518150,5.930870325627393
terech,5.930870325627393
seeded,5.930870325627393
surveying,5.930870325627393
tents,5.930870325627393
tentatively,5.930870325627393
130,5.930870325627393
seek,5.930870325627393
seeks,5.930870325627393
seems,5.930870325627393
tentative,5.930870325627393
tent,5.930870325627393
tension,5.930870325627393
tenhave,5.930870325627393
tenant,5.930870325627393
segura,5.930870325627393
seizing,5.930870325627393
sekse,5.930870325627393
tented,5.930870325627393
1075840101492,5.930870325627393
1075845520763,5.930870325627393
skating,5.930870325627393
solicited,5.930870325627393
reaction,5.930870325627393
substantively,5.930870325627393
reactions,5.930870325627393
19943439,5.930870325627393
19931502,5.930870325627393
soles,5.930870325627393
typical,5.930870325627393
reaffiliated,5.930870325627393
19906136,5.930870325627393
reality,5.930870325627393
1990,5.930870325627393
199,5.930870325627393
19875121,5.930870325627393
reasonable,5.930870325627393
suburban,5.930870325627393
19866530,5.930870325627393
1075840101942,5.930870325627393
tykes,5.930870325627393
rebhorn,5.930870325627393
rebroadcast,5.930870325627393
1981,5.930870325627393
sole,5.930870325627393
recalls,5.930870325627393
tycholiz,5.930870325627393
1075840101965,5.930870325627393
1980s,5.930870325627393
reacted,5.930870325627393
198,5.930870325627393
typo,5.930870325627393
submitted,5.930870325627393
ulrich,5.930870325627393
somebody,5.930870325627393
ul,5.930870325627393
1075845520430,5.930870325627393
rapidly,5.930870325627393
solved,5.930870325627393
rates,5.930870325627393
1075845520453,5.930870325627393
1075845520475,5.930870325627393
rattled,5.930870325627393
rauscher,5.930870325627393
1075840101920,5.930870325627393
ugh,5.930870325627393
uejbe,5.930870325627393
solis,5.930870325627393
uecker,5.930870325627393
rbisono,5.930870325627393
rblumberg,5.930870325627393
rcarson,5.930870325627393
rchetti,5.930870325627393
rd,5.930870325627393
rdillehay,5.930870325627393
19964220,5.930870325627393
tyrone,5.930870325627393
1996,5.930870325627393
reachable,5.930870325627393
1995,5.930870325627393
reacquainting,5.930870325627393
ranging,5.930870325627393
19797969,5.930870325627393
twofold,5.930870325627393
reduce,5.930870325627393
reducing,5.930870325627393
reduction,5.930870325627393
turnover,5.930870325627393
1075845519022,5.930870325627393
reedy,5.930870325627393
1956,5.930870325627393
reestablishing,5.930870325627393
1075845518999,5.930870325627393
refer,5.930870325627393
1955,5.930870325627393
19416380,5.930870325627393
1075845520497,5.930870325627393
19287271,5.930870325627393
referencia,5.930870325627393
reflect,5.930870325627393
reform,5.930870325627393
refreshment,5.930870325627393
1075845518975,5.930870325627393
refund,5.930870325627393
turnaround,5.930870325627393
1075845520520,5.930870325627393
reg,5.930870325627393
1075840102015,5.930870325627393
turmoil,5.930870325627393
1075840102041,5.930870325627393
regain,5.930870325627393
turrusgas,5.930870325627393
receives,5.930870325627393
tut,5.930870325627393
redmeteor,5.930870325627393
1075840101987,5.930870325627393
1976,5.930870325627393
1972,5.930870325627393
reception,5.930870325627393
recieved,5.930870325627393
1970,5.930870325627393
twin71251,5.930870325627393
1075845519072,5.930870325627393
reck,5.930870325627393
recognition,5.930870325627393
1075845519045,5.930870325627393
recognized,5.930870325627393
recollection,5.930870325627393
twenty,5.930870325627393
successfully,5.930870325627393
sold,5.930870325627393
recommendations,5.930870325627393
recommended,5.930870325627393
tv,5.930870325627393
solberg,5.930870325627393
solar,5.930870325627393
reconsider,5.930870325627393
record,5.930870325627393
1961,5.930870325627393
redeem,5.930870325627393
redm,5.930870325627393
tutorial,5.930870325627393
redmond,5.930870325627393
somehow,5.930870325627393
ultimately,5.930870325627393
1075840101897,5.930870325627393
pua,5.930870325627393
2104685,5.930870325627393
unwired,5.930870325627393
publicly,5.930870325627393
publish,5.930870325627393
unwilling,5.930870325627393
published,5.930870325627393
unvested,5.930870325627393
publishing,5.930870325627393
pull,5.930870325627393
sophie,5.930870325627393
1075840101677,5.930870325627393
purchased,5.930870325627393
unterberg,5.930870325627393
unsolicited,5.930870325627393
purely,5.930870325627393
unpaid,5.930870325627393
unnecessary,5.930870325627393
21007146,5.930870325627393
unlimited,5.930870325627393
purposes,5.930870325627393
sophia,5.930870325627393
soound,5.930870325627393
1075840101701,5.930870325627393
universities,5.930870325627393
universal,5.930870325627393
style,5.930870325627393
ptwomey,5.930870325627393
pushing,5.930870325627393
ptvnews,5.930870325627393
ptucker,5.930870325627393
usage,5.930870325627393
1075840101538,5.930870325627393
1075840101563,5.930870325627393
21204414,5.930870325627393
proven,5.930870325627393
21166924,5.930870325627393
1075845520147,5.930870325627393
urgency,5.930870325627393
uptime,5.930870325627393
upshaw,5.930870325627393
1075845520232,5.930870325627393
1075840101587,5.930870325627393
sosville,5.930870325627393
updates,5.930870325627393
sort,5.930870325627393
1075840101610,5.930870325627393
1075840101632,5.930870325627393
1075845520256,5.930870325627393
prowess,5.930870325627393
prudent,5.930870325627393
21114792,5.930870325627393
211,5.930870325627393
pt,5.930870325627393
1075840101655,5.930870325627393
ptlapek,5.930870325627393
ptravis,5.930870325627393
ptriesc,5.930870325627393
sophomore,5.930870325627393
styles,5.930870325627393
pushy,5.930870325627393
1075840101724,5.930870325627393
rachael,5.930870325627393
racicot,5.930870325627393
1075840101807,5.930870325627393
rafael,5.930870325627393
raghavan,5.930870325627393
sometimes,5.930870325627393
203,5.930870325627393
1075840101830,5.930870325627393
202,5.930870325627393
undersecretary,5.930870325627393
2019,5.930870325627393
201,5.930870325627393
ram,5.930870325627393
ramey,5.930870325627393
ramsey,5.930870325627393
underdown,5.930870325627393
ranabir,5.930870325627393
rand,5.930870325627393
1075840101852,5.930870325627393
randi,5.930870325627393
1075845520310,5.930870325627393
1075845520384,5.930870325627393
random,5.930870325627393
somers,5.930870325627393
unbeknownst,5.930870325627393
1075845520406,5.930870325627393
1075840101875,5.930870325627393
undertake,5.930870325627393
1075845519095,5.930870325627393
undertaken,5.930870325627393
quiroga,5.930870325627393
2097,5.930870325627393
puthigai,5.930870325627393
1075845520281,5.930870325627393
union,5.930870325627393
putting,5.930870325627393
1075840101747,5.930870325627393
pwhobby,5.930870325627393
1075840101784,5.930870325627393
unforgettable,5.930870325627393
unfold,5.930870325627393
sub,5.930870325627393
sonneborn,5.930870325627393
pyt,5.930870325627393
tulsa,5.930870325627393
quackenbush,5.930870325627393
qualifications,5.930870325627393
20929071,5.930870325627393
20827989,5.930870325627393
undue,5.930870325627393
queries,5.930870325627393
208,5.930870325627393
subconscious,5.930870325627393
questioning,5.930870325627393
sondra,5.930870325627393
2078239871,5.930870325627393
undisputed,5.930870325627393
20589207,5.930870325627393
quilkey,5.930870325627393
quake,5.930870325627393
1919,5.930870325627393
regarded,5.930870325627393
190,5.930870325627393
transportation,5.930870325627393
17085870,5.930870325627393
transparent,5.930870325627393
responses,5.930870325627393
responsibilities,5.930870325627393
transmitted,5.930870325627393
responsibility,5.930870325627393
17082728,5.930870325627393
16th,5.930870325627393
restaurant,5.930870325627393
transition,5.930870325627393
restructuring,5.930870325627393
1075840102296,5.930870325627393
transform,5.930870325627393
1075845518837,5.930870325627393
resulted,5.930870325627393
16979403,5.930870325627393
1693320,5.930870325627393
resumes,5.930870325627393
sunflower,5.930870325627393
resuscitating,5.930870325627393
retail,5.930870325627393
1075840102319,5.930870325627393
sunil,5.930870325627393
retention,5.930870325627393
transcripts,5.930870325627393
retreat,5.930870325627393
171,5.930870325627393
transcript,5.930870325627393
skillset,5.930870325627393
transredes,5.930870325627393
173,5.930870325627393
17298388,5.930870325627393
17243985,5.930870325627393
treasury,5.930870325627393
reset,5.930870325627393
residential,5.930870325627393
treasurer,5.930870325627393
skinner,5.930870325627393
resides,5.930870325627393
resign,5.930870325627393
resignation,5.930870325627393
resignations,5.930870325627393
resolved,5.930870325627393
resort,5.930870325627393
resoundingly,5.930870325627393
resource,5.930870325627393
treasure,5.930870325627393
17237217,5.930870325627393
treadwell,5.930870325627393
travisintl,5.930870325627393
travelocity,5.930870325627393
respective,5.930870325627393
1075840102229,5.930870325627393
1075840102251,5.930870325627393
17126955,5.930870325627393
1075840102274,5.930870325627393
transwestern,5.930870325627393
respondents,5.930870325627393
16667599,5.930870325627393
returned,5.930870325627393
skillingjeffrey_k_enron_corpora,5.930870325627393
superior,5.930870325627393
richardw,5.930870325627393
16586133,5.930870325627393
richter,5.930870325627393
1075840102364,5.930870325627393
16513840,5.930870325627393
skill,5.930870325627393
trades,5.930870325627393
rick_waddell,5.930870325627393
16456283,5.930870325627393
1075840102387,5.930870325627393
tradable,5.930870325627393
superonline,5.930870325627393
sketch,5.930870325627393
16216223,5.930870325627393
traci,5.930870325627393
16179550,5.930870325627393
tppf,5.930870325627393
skeptics,5.930870325627393
rinetia,5.930870325627393
rio,5.930870325627393
skellett,5.930870325627393
risen,5.930870325627393
risk,5.930870325627393
tpg,5.930870325627393
risk2000euro,5.930870325627393
tpclosson,5.930870325627393
richardson,5.930870325627393
richardbc,5.930870325627393
166,5.930870325627393
rich,5.930870325627393
skillingenron,5.930870325627393
transacting,5.930870325627393
transacted,5.930870325627393
trang,5.930870325627393
returns,5.930870325627393
tramsey,5.930870325627393
1665,5.930870325627393
1075845520738,5.930870325627393
revenue,5.930870325627393
revenues,5.930870325627393
trakya,5.930870325627393
1663208,5.930870325627393
reviewed,5.930870325627393
17437869,5.930870325627393
reviewing,5.930870325627393
revised,5.930870325627393
revolution,5.930870325627393
1075840102341,5.930870325627393
rex_shelby,5.930870325627393
